code_set	concept_code	concept_name	concept_id	vocabulary_id
advanced_illness_01	94258001	Metastatic malignant neoplasm to coccygeal body	4247944	SNOMED
advanced_illness_01	94260004	Metastatic malignant neoplasm to colon	4311765	SNOMED
advanced_illness_01	94262007	Metastatic malignant neoplasm to common bile duct	4247946	SNOMED
advanced_illness_01	94264008	Metastatic malignant neoplasm to soft tissues	4312944	SNOMED
advanced_illness_01	94268006	Metastatic malignant neoplasm to cubital lymph nodes	4311768	SNOMED
advanced_illness_01	94270002	Metastatic malignant neoplasm to cystic duct	4247947	SNOMED
advanced_illness_01	94272005	Metastatic malignant neoplasm to diaphragm	4311876	SNOMED
advanced_illness_01	94274006	Metastatic malignant neoplasm to thoracic vertebral column	4247948	SNOMED
advanced_illness_01	94278009	Metastatic malignant neoplasm to endocardium	4312297	SNOMED
advanced_illness_01	94280003	Metastatic malignant neoplasm to endocrine gland	4311878	SNOMED
advanced_illness_01	94282006	Metastatic malignant neoplasm to epicardium	4312299	SNOMED
advanced_illness_01	94284007	Metastatic malignant neoplasm to epiglottis	4312949	SNOMED
advanced_illness_01	94286009	Metastatic malignant neoplasm to esophagus	4311880	SNOMED
advanced_illness_01	94288005	Metastatic malignant neoplasm to ethmoidal sinus	4312951	SNOMED
advanced_illness_01	94290006	Metastatic malignant neoplasm to exocervix	4311881	SNOMED
advanced_illness_01	94292003	Metastatic malignant neoplasm to eye	4312954	SNOMED
advanced_illness_01	94294002	Metastatic malignant neoplasm to facial nerve	4312956	SNOMED
advanced_illness_01	94296000	Metastatic malignant neoplasm to false vocal cord	4312302	SNOMED
advanced_illness_01	94299007	Metastatic malignant neoplasm to femoral lymph nodes	4312303	SNOMED
advanced_illness_01	94301000	Metastatic malignant neoplasm to fibula	4247960	SNOMED
advanced_illness_01	94303002	Metastatic malignant neoplasm to flank	4312423	SNOMED
advanced_illness_01	94305009	Metastatic malignant neoplasm to foot	4311896	SNOMED
advanced_illness_01	94307001	Metastatic malignant neoplasm to prepuce	4312012	SNOMED
advanced_illness_01	94309003	Metastatic malignant neoplasm to frontal lobe	4312014	SNOMED
advanced_illness_01	94311007	Metastatic malignant neoplasm to fundus of stomach	4247961	SNOMED
advanced_illness_01	94313005	Metastatic malignant neoplasm to gastrointestinal tract	4247962	SNOMED
advanced_illness_01	94315003	Metastatic malignant neoplasm to glans penis	4313080	SNOMED
advanced_illness_01	94317006	Metastatic malignant neoplasm to glossopharyngeal nerve	4312426	SNOMED
advanced_illness_01	94319009	Metastatic malignant neoplasm to great vessels	4312427	SNOMED
advanced_illness_01	94321004	Metastatic malignant neoplasm to gum	4247965	SNOMED
advanced_illness_01	94323001	Metastatic malignant neoplasm to hand	4313082	SNOMED
advanced_illness_01	94325008	Metastatic malignant neoplasm to head of pancreas	4312017	SNOMED
advanced_illness_01	94327000	Metastatic malignant neoplasm to heart	4247967	SNOMED
advanced_illness_01	94329002	Metastatic malignant neoplasm to hilus of lung	4312429	SNOMED
advanced_illness_01	94331006	Metastatic malignant neoplasm to hypoglossal nerve	4313085	SNOMED
advanced_illness_01	94334003	Metastatic malignant neoplasm to hypopharynx	4248056	SNOMED
advanced_illness_01	94336001	Metastatic malignant neoplasm to iliac lymph nodes	4313088	SNOMED
advanced_illness_01	94338000	Metastatic malignant neoplasm to infraclavicular lymph nodes	4312020	SNOMED
advanced_illness_01	94340005	Metastatic malignant neoplasm to inguinal region	4313089	SNOMED
advanced_illness_01	94342002	Metastatic malignant neoplasm to inner aspect of lower lip	4313090	SNOMED
advanced_illness_01	94344001	Metastatic malignant neoplasm to intercostal lymph nodes	4248060	SNOMED
advanced_illness_01	94346004	Metastatic malignant neoplasm to intestinal tract	4312022	SNOMED
advanced_illness_01	94348003	Metastatic malignant neoplasm to intra-abdominal organs	4312023	SNOMED
advanced_illness_01	94350006	Metastatic malignant neoplasm to intrapelvic lymph nodes	200959	SNOMED
advanced_illness_01	94352003	Metastatic malignant neoplasm to intrathoracic organs	4248061	SNOMED
advanced_illness_01	94354002	Metastatic malignant neoplasm to islets of Langerhans	4248063	SNOMED
advanced_illness_01	94356000	Metastatic malignant neoplasm to jaw	4313091	SNOMED
advanced_illness_01	94358004	Metastatic malignant neoplasm to junctional region of epiglottis	4312540	SNOMED
advanced_illness_01	94360002	Metastatic malignant neoplasm to kidney	196053	SNOMED
advanced_illness_01	94362005	Metastatic malignant neoplasm to labia minora	4248067	SNOMED
advanced_illness_01	94365007	Metastatic malignant neoplasm to large intestine	200348	SNOMED
advanced_illness_01	94367004	Metastatic malignant neoplasm to laryngeal aspect of interarytenoid fold	4313207	SNOMED
advanced_illness_01	94369001	Metastatic malignant neoplasm to laryngeal surface of epiglottis	4313208	SNOMED
advanced_illness_01	94371001	Metastatic malignant neoplasm to lateral portion of floor of mouth	4313209	SNOMED
advanced_illness_01	94373003	Metastatic malignant neoplasm to lateral wall of oropharynx	4312028	SNOMED
advanced_illness_01	94375005	Metastatic malignant neoplasm to left lower lobe of lung	4313211	SNOMED
advanced_illness_01	94378007	Metastatic malignant neoplasm to lesser curvature of stomach	4312542	SNOMED
advanced_illness_01	94380001	Metastatic malignant neoplasm to lip	4313789	SNOMED
advanced_illness_01	94382009	Metastatic malignant neoplasm to long bone of lower limb	4313214	SNOMED
advanced_illness_01	94384005	Metastatic malignant neoplasm to lower gum	4312543	SNOMED
advanced_illness_01	94388008	Metastatic malignant neoplasm to lower third of esophagus	4313216	SNOMED
advanced_illness_01	94390009	Metastatic malignant neoplasm to lunate bone	4248071	SNOMED
advanced_illness_01	94392001	Metastatic malignant neoplasm to lymph node	318096	SNOMED
advanced_illness_01	94394000	Metastatic malignant neoplasm to lymph nodes of head	442183	SNOMED
advanced_illness_01	94398002	Metastatic malignant neoplasm to lymph nodes of upper limb	434298	SNOMED
advanced_illness_01	94400003	Metastatic malignant neoplasm to major salivary gland	4248074	SNOMED
advanced_illness_01	94403001	Metastatic malignant neoplasm to mandible	4315537	SNOMED
advanced_illness_01	94405008	Metastatic malignant neoplasm to maxilla	4312548	SNOMED
advanced_illness_01	94407000	Metastatic malignant neoplasm to Meckel's diverticulum	4248076	SNOMED
advanced_illness_01	94409002	Metastatic malignant neoplasm to mediastinum	434875	SNOMED
advanced_illness_01	94411006	Metastatic malignant neoplasm to metacarpal bone	4313793	SNOMED
advanced_illness_01	94413009	Metastatic malignant neoplasm to middle ear	4312549	SNOMED
advanced_illness_01	94415002	Metastatic malignant neoplasm to minor salivary gland	4248078	SNOMED
advanced_illness_01	94417005	Metastatic malignant neoplasm to multiple endocrine glands	4248079	SNOMED
advanced_illness_01	94419008	Metastatic malignant neoplasm to muscle of buttock	4313794	SNOMED
advanced_illness_01	94421003	Metastatic malignant neoplasm to muscle of head	4313795	SNOMED
advanced_illness_01	94423000	Metastatic malignant neoplasm to muscle of inguinal region	4315542	SNOMED
advanced_illness_01	94425007	Metastatic malignant neoplasm to muscle of neck	4248082	SNOMED
advanced_illness_01	94427004	Metastatic malignant neoplasm to muscle of perineum	4312553	SNOMED
advanced_illness_01	94429001	Metastatic malignant neoplasm to muscle of thorax	4313797	SNOMED
advanced_illness_01	94431005	Metastatic malignant neoplasm to muscle of upper limb	4312555	SNOMED
advanced_illness_01	94433008	Metastatic malignant neoplasm to myocardium	4315544	SNOMED
advanced_illness_01	94435001	Metastatic malignant neoplasm to nasal bone	4312556	SNOMED
advanced_illness_01	94437009	Metastatic malignant neoplasm to nasal concha	4315545	SNOMED
advanced_illness_01	94440009	Metastatic malignant neoplasm to scaphoid bone	4315546	SNOMED
advanced_illness_01	94442001	Metastatic malignant neoplasm to nervous system	373425	SNOMED
advanced_illness_01	94446003	Metastatic malignant neoplasm to obturator lymph nodes	4312558	SNOMED
advanced_illness_01	94448002	Metastatic malignant neoplasm to occipital lobe	4248186	SNOMED
advanced_illness_01	94450005	Metastatic malignant neoplasm to oculomotor nerve	4312559	SNOMED
advanced_illness_01	94452002	Metastatic malignant neoplasm to optic nerve	4248190	SNOMED
advanced_illness_01	94454001	Metastatic malignant neoplasm to oropharynx	4313802	SNOMED
advanced_illness_01	94456004	Metastatic malignant neoplasm to palate	4315548	SNOMED
advanced_illness_01	94458003	Metastatic malignant neoplasm to tonsil	4315549	SNOMED
advanced_illness_01	94460001	Metastatic malignant neoplasm to pancreatic duct	4315550	SNOMED
advanced_illness_01	94464005	Metastatic malignant neoplasm to parametrial lymph nodes	4315657	SNOMED
advanced_illness_01	94466007	Metastatic malignant neoplasm to pararectal lymph nodes	4248194	SNOMED
advanced_illness_01	94468008	Metastatic malignant neoplasm to paraurethral glands	4248195	SNOMED
advanced_illness_01	94470004	Metastatic malignant neoplasm to parietal bone	4312561	SNOMED
advanced_illness_01	94472007	Metastatic malignant neoplasm to parietal peritoneum	4312562	SNOMED
advanced_illness_01	94474008	Metastatic malignant neoplasm to parotid gland	4315658	SNOMED
advanced_illness_01	94476005	Metastatic malignant neoplasm to patella	4312563	SNOMED
advanced_illness_01	94478006	Metastatic malignant neoplasm to pelvic bone	4313914	SNOMED
advanced_illness_01	94480000	Metastatic malignant neoplasm to pelvis	4313916	SNOMED
advanced_illness_01	94482008	Metastatic malignant neoplasm to periadrenal tissue	4313918	SNOMED
advanced_illness_01	94484009	Metastatic malignant neoplasm to pericardium	4248199	SNOMED
advanced_illness_01	94486006	Metastatic malignant neoplasm to phalanx of foot	4315662	SNOMED
advanced_illness_01	94488007	Metastatic malignant neoplasm to pharynx	4315663	SNOMED
advanced_illness_01	94490008	Metastatic malignant neoplasm to pisiform bone of hand	4312564	SNOMED
advanced_illness_01	94492000	Metastatic malignant neoplasm to placenta	4311210	SNOMED
advanced_illness_01	94494004	Metastatic malignant neoplasm to popliteal lymph nodes	4311211	SNOMED
advanced_illness_01	94496002	Metastatic malignant neoplasm to posterior hypopharyngeal wall	4313921	SNOMED
advanced_illness_01	94498001	Metastatic malignant neoplasm to posterior wall of nasopharynx	4311212	SNOMED
advanced_illness_01	94500000	Metastatic malignant neoplasm to posterior wall of urinary bladder	4314336	SNOMED
advanced_illness_01	94502008	Metastatic malignant neoplasm to presacral region	4315666	SNOMED
advanced_illness_01	94504009	Metastatic malignant neoplasm to pubis	4315667	SNOMED
advanced_illness_01	94506006	Metastatic malignant neoplasm to pylorus	4314338	SNOMED
advanced_illness_01	94508007	Metastatic malignant neoplasm to radius	4313924	SNOMED
advanced_illness_01	94510009	Metastatic malignant neoplasm to rectouterine pouch	4314339	SNOMED
advanced_illness_01	94512001	Metastatic malignant neoplasm to rectovesical septum	4313925	SNOMED
advanced_illness_01	94514000	Metastatic malignant neoplasm to renal pelvis	4315670	SNOMED
advanced_illness_01	94516003	Metastatic malignant neoplasm to retina	4311324	SNOMED
advanced_illness_01	94518002	Metastatic malignant neoplasm to retromolar area	4314340	SNOMED
advanced_illness_01	94520004	Metastatic malignant neoplasm to retropharyngeal lymph nodes	4314341	SNOMED
advanced_illness_01	94522007	Metastatic malignant neoplasm to right lower lobe of lung	4313926	SNOMED
advanced_illness_01	94526005	Metastatic malignant neoplasm to sacrococcygeal region	4311327	SNOMED
advanced_illness_01	94528006	Metastatic malignant neoplasm to scalene lymph nodes	4315675	SNOMED
advanced_illness_01	94530008	Metastatic malignant neoplasm to sclera	4314344	SNOMED
advanced_illness_01	94532000	Metastatic malignant neoplasm to sebaceous gland	4314346	SNOMED
advanced_illness_01	94534004	Metastatic malignant neoplasm to septum of nose	4313927	SNOMED
advanced_illness_01	94536002	Metastatic malignant neoplasm to short bone of upper limb	4314347	SNOMED
advanced_illness_01	94538001	Metastatic malignant neoplasm to sigmoid colon	4315677	SNOMED
advanced_illness_01	94540006	Metastatic malignant neoplasm to skin of ankle	4314350	SNOMED
advanced_illness_01	94543008	Metastatic malignant neoplasm to skin of back	4315678	SNOMED
advanced_illness_01	94545001	Metastatic malignant neoplasm to skin of buttock	4315679	SNOMED
advanced_illness_01	94547009	Metastatic malignant neoplasm to skin of chest	4311332	SNOMED
advanced_illness_01	94549007	Metastatic malignant neoplasm to skin of ear	4315680	SNOMED
advanced_illness_01	94551006	Metastatic malignant neoplasm to skin of external auditory canal	4313933	SNOMED
advanced_illness_01	94553009	Metastatic malignant neoplasm to skin of eyelid	4315683	SNOMED
advanced_illness_01	94555002	Metastatic malignant neoplasm to skin of finger	4315685	SNOMED
advanced_illness_01	94557005	Metastatic malignant neoplasm to skin of forearm	4313935	SNOMED
advanced_illness_01	94559008	Metastatic malignant neoplasm to skin of groin	4314351	SNOMED
advanced_illness_01	94561004	Metastatic malignant neoplasm to skin of hip	4315793	SNOMED
advanced_illness_01	94564007	Metastatic malignant neoplasm to skin of lip	4311335	SNOMED
advanced_illness_01	94566009	Metastatic malignant neoplasm to skin of neck	4315795	SNOMED
advanced_illness_01	94568005	Metastatic malignant neoplasm to skin of perineum	4313936	SNOMED
advanced_illness_01	94570001	Metastatic malignant neoplasm to skin of scalp	4311337	SNOMED
advanced_illness_01	94572009	Metastatic malignant neoplasm to skin of temporal region	4314356	SNOMED
advanced_illness_01	94574005	Metastatic malignant neoplasm to skin of toe	4314358	SNOMED
advanced_illness_01	94577003	Metastatic malignant neoplasm to skin of upper limb	4314360	SNOMED
advanced_illness_01	94579000	Metastatic malignant neoplasm to skin	136354	SNOMED
advanced_illness_01	94581003	Metastatic malignant neoplasm to soft palate	4311339	SNOMED
advanced_illness_01	94583000	Metastatic malignant neoplasm to soft tissues of axilla	4315797	SNOMED
advanced_illness_01	94585007	Metastatic malignant neoplasm to soft tissues of face	4315798	SNOMED
advanced_illness_01	94587004	Metastatic malignant neoplasm to soft tissues of hip	4315799	SNOMED
advanced_illness_01	94591009	Metastatic malignant neoplasm to soft tissues of pelvis	4314478	SNOMED
advanced_illness_01	94593007	Metastatic malignant neoplasm to soft tissues of shoulder	4314479	SNOMED
advanced_illness_01	94595000	Metastatic malignant neoplasm to soft tissues of trunk	4314047	SNOMED
advanced_illness_01	94597008	Metastatic malignant neoplasm to spermatic cord	4314048	SNOMED
advanced_illness_01	94599006	Metastatic malignant neoplasm to sphenoidal sinus	4314050	SNOMED
advanced_illness_01	94601008	Metastatic malignant neoplasm to spinal meninges	4314481	SNOMED
advanced_illness_01	94603006	Metastatic malignant neoplasm to spleen	442173	SNOMED
advanced_illness_01	94605004	Metastatic malignant neoplasm to sternum	4311344	SNOMED
advanced_illness_01	94607007	Metastatic malignant neoplasm to subglottis	4314482	SNOMED
advanced_illness_01	94609005	Metastatic malignant neoplasm to submandibular lymph nodes	4311345	SNOMED
advanced_illness_01	94611001	Metastatic malignant neoplasm to submental lymph nodes	4314054	SNOMED
advanced_illness_01	94613003	Metastatic malignant neoplasm to superior wall of nasopharynx	4314056	SNOMED
advanced_illness_01	94615005	Metastatic malignant neoplasm to supraclavicular region	4314057	SNOMED
advanced_illness_01	94617002	Metastatic malignant neoplasm to sweat gland	4311346	SNOMED
advanced_illness_01	94619004	Metastatic malignant neoplasm to talus	4314059	SNOMED
advanced_illness_01	94621009	Metastatic malignant neoplasm to temporal bone	4314486	SNOMED
advanced_illness_01	94623007	Metastatic malignant neoplasm to testis	4311348	SNOMED
advanced_illness_01	94625000	Metastatic malignant neoplasm to the mesocolon	4314063	SNOMED
advanced_illness_01	94627008	Metastatic malignant neoplasm to peritoneum	4315805	SNOMED
advanced_illness_01	94629006	Metastatic malignant neoplasm to thigh	4315807	SNOMED
advanced_illness_01	94631002	Metastatic malignant neoplasm to thoracic esophagus	4315808	SNOMED
advanced_illness_01	94633004	Metastatic malignant neoplasm to thyroglossal duct	4314488	SNOMED
advanced_illness_01	94635006	Metastatic malignant neoplasm to tibia	4315810	SNOMED
advanced_illness_01	94637003	Metastatic malignant neoplasm to tip and lateral border of tongue	4314065	SNOMED
advanced_illness_01	94639000	Metastatic malignant neoplasm to tonsillar fossa	4314066	SNOMED
advanced_illness_01	94641004	Metastatic malignant neoplasm to trachea	4313217	SNOMED
advanced_illness_01	94643001	Metastatic malignant neoplasm to transverse colon	4314068	SNOMED
advanced_illness_01	94645008	Metastatic malignant neoplasm to trapezoid bone	4314069	SNOMED
advanced_illness_01	94647000	Metastatic malignant neoplasm to trigone of urinary bladder	4314491	SNOMED
advanced_illness_01	94649002	Metastatic malignant neoplasm to trunk	4314071	SNOMED
advanced_illness_01	94654006	Metastatic malignant neoplasm to upper limb	4314073	SNOMED
advanced_illness_01	94657004	Metastatic malignant neoplasm to upper third of esophagus	4313220	SNOMED
advanced_illness_01	94659001	Metastatic malignant neoplasm to ureter	4314191	SNOMED
advanced_illness_01	94661005	Metastatic malignant neoplasm to urethra	4315813	SNOMED
advanced_illness_01	94663008	Metastatic malignant neoplasm to urinary system	78987	SNOMED
advanced_illness_01	94665001	Metastatic malignant neoplasm to uterus	4314495	SNOMED
advanced_illness_01	94667009	Metastatic malignant neoplasm to uvula	4315814	SNOMED
advanced_illness_01	94669007	Metastatic malignant neoplasm to vagus nerve	4314496	SNOMED
advanced_illness_01	94671007	Metastatic malignant neoplasm to vas deferens	4314193	SNOMED
advanced_illness_01	94673005	Metastatic malignant neoplasm to vermilion border of lip	4315815	SNOMED
advanced_illness_01	94675003	Metastatic malignant neoplasm to vermilion border of upper lip	4314194	SNOMED
advanced_illness_01	94677006	Metastatic malignant neoplasm to vestibule of nose	4314196	SNOMED
advanced_illness_01	94679009	Metastatic malignant neoplasm to vocal cord	4314500	SNOMED
advanced_illness_01	94681006	Metastatic malignant neoplasm to vulva	4313226	SNOMED
advanced_illness_01	94683009	Metastatic malignant neoplasm to zygomatic bone	4314199	SNOMED
advanced_illness_01	96901000119105	Prostate cancer metastatic to eye	764971	SNOMED
advanced_illness_01	971918681000119000	Chronic respiratory failure due to obstructive sleep apnea	602595	SNOMED
advanced_illness_01	99131000119108	Astrocytoma of cerebrum	37018667	SNOMED
advanced_illness_01	123717006	Advanced cirrhosis	4048083	SNOMED
advanced_illness_01	1237372005	Metastatic carcinoma to vagina	37175005	SNOMED
advanced_illness_01	1237415004	Metastatic cystadenocarcinoma to ovary	37175017	SNOMED
advanced_illness_01	1237422007	Metastatic carcinoma to prostate	37174975	SNOMED
advanced_illness_01	1237424008	Metastatic carcinoma to foreskin	37174931	SNOMED
advanced_illness_01	1237426005	Metastatic carcinoma to parathyroid	37174970	SNOMED
advanced_illness_01	1237428006	Metastatic carcinoma to common bile duct	37174920	SNOMED
advanced_illness_01	1237455002	Metastatic carcinoma to descending colon	37174921	SNOMED
advanced_illness_01	1237457005	Metastatic carcinoma to urinary bladder	37174904	SNOMED
advanced_illness_01	1237460003	Metastatic carcinoma to ascending colon	37168957	SNOMED
advanced_illness_01	1237465008	Metastatic adenocarcinoma to urinary bladder	37174867	SNOMED
advanced_illness_01	1237467000	Metastatic squamous cell carcinoma to bronchus of right upper lobe	37175073	SNOMED
advanced_illness_01	1237471002	Metastatic squamous cell carcinoma to bronchus of right lower lobe	37175071	SNOMED
advanced_illness_01	1237473004	Metastatic carcinoma to head of pancreas	37174943	SNOMED
advanced_illness_01	1237476007	Metastatic carcinoma to bone of lower limb	37174909	SNOMED
advanced_illness_01	1237478008	Metastatic carcinoma to skin of neck	37174984	SNOMED
advanced_illness_01	1237480002	Metastatic carcinoma to sigmoid colon	37174981	SNOMED
advanced_illness_01	1237482005	Metastatic papillary adenocarcinoma to thyroid	37175056	SNOMED
advanced_illness_01	1237484006	Metastatic carcinoma to colon	37174918	SNOMED
advanced_illness_01	1237487004	Metastatic carcinoma to base of tongue	37174902	SNOMED
advanced_illness_01	1237489001	Metastatic carcinoma to tonsil	37150961	SNOMED
advanced_illness_01	1237492002	Metastatic carcinoma to endocervix	37174925	SNOMED
advanced_illness_01	1237494001	Metastatic carcinoma to extrahepatic bile duct	37174928	SNOMED
advanced_illness_01	1237496004	Metastatic carcinoma to subglottis	37174990	SNOMED
advanced_illness_01	1237498003	Metastatic carcinoma to penis	37174973	SNOMED
advanced_illness_01	1237517009	"Metastatic carcinoma to pelvic bones, sacrum and coccyx"	37174972	SNOMED
advanced_illness_01	1237519007	Metastatic carcinoma to skin of lower limb	37174983	SNOMED
advanced_illness_01	1237521002	Metastatic carcinoma to skin of upper limb	37174986	SNOMED
advanced_illness_01	1237523004	Metastatic carcinoma to vocal cord	37175009	SNOMED
advanced_illness_01	1237525006	Metastatic carcinoma to stomach	37174989	SNOMED
advanced_illness_01	1237527003	Metastatic carcinoma to bone of sternum	37174911	SNOMED
advanced_illness_01	1237529000	Metastatic carcinoma to ampulla of Vater	37174897	SNOMED
advanced_illness_01	1237531009	Metastatic adenocarcinoma to parathyroid	37174876	SNOMED
advanced_illness_01	1240346000	Metastatic adenocarcinoma to Meckel diverticulum	37174872	SNOMED
advanced_illness_01	1240352004	Metastatic carcinoma to upper gum	37174999	SNOMED
advanced_illness_01	1240355002	Metastatic squamous cell carcinoma to epididymis and spermatic cord	37175074	SNOMED
advanced_illness_01	1240362006	Metastatic small cell neuroendocrine carcinoma	37165127	SNOMED
advanced_illness_01	1240370001	Metastatic squamous cell carcinoma to liver and intrahepatic biliary tract	37175075	SNOMED
advanced_illness_01	1251445000	Metastatic neuroblastoma to abdominothoracic structure	37175045	SNOMED
advanced_illness_01	1251456000	Metastatic neuroblastoma to brain	37175047	SNOMED
advanced_illness_01	1251458004	Metastatic neuroblastoma to thorax	37155462	SNOMED
advanced_illness_01	1251460002	Metastatic neuroblastoma to pelvis	37155461	SNOMED
advanced_illness_01	1251466008	Metastatic osteosarcoma to articular cartilage of clavicle	37155463	SNOMED
advanced_illness_01	1251468009	Metastatic osteosarcoma to articular cartilage of sternum	37175049	SNOMED
advanced_illness_01	1251470000	Metastatic osteosarcoma to bone	37155465	SNOMED
advanced_illness_01	1251472008	Metastatic osteosarcoma to bone of head	37175052	SNOMED
advanced_illness_01	1251474009	Metastatic osteosarcoma to bone of vertebra	37175055	SNOMED
advanced_illness_01	1251482009	Metastatic adenocarcinoma to pancreatic duct	37174874	SNOMED
advanced_illness_01	1251484005	Metastatic adenocarcinoma to pituitary gland	37174878	SNOMED
advanced_illness_01	1251486007	Metastatic carcinoma to liver	37174952	SNOMED
advanced_illness_01	1251489000	Metastatic carcinoma to frenum linguae	37174932	SNOMED
advanced_illness_01	1251491008	Metastatic carcinoma to larynx	37174946	SNOMED
advanced_illness_01	1251493006	"Metastatic carcinoma to lip, oral cavity and/or pharynx"	37174951	SNOMED
advanced_illness_01	1251495004	Metastatic carcinoma to scapula	37174980	SNOMED
advanced_illness_01	1251497007	Metastatic carcinoma to vermilion border of lower lip	37175007	SNOMED
advanced_illness_01	1254689008	Metastatic adenoid cystic carcinoma to cervix uteri	37174881	SNOMED
advanced_illness_01	1254723004	Metastatic adenoid cystic carcinoma to right lacrimal gland	37174885	SNOMED
advanced_illness_01	1254725006	Metastatic adenoid cystic carcinoma to parotid gland	37174884	SNOMED
advanced_illness_01	1254727003	Metastatic adenoid cystic carcinoma to submandibular gland	37174887	SNOMED
advanced_illness_01	1254732002	Metastatic large cell carcinoma to lung	37175030	SNOMED
advanced_illness_01	1254734001	Metastatic large cell carcinoma to left lung	37175029	SNOMED
advanced_illness_01	1254740008	Metastatic giant cell carcinoma to lung	37175022	SNOMED
advanced_illness_01	1254746002	Metastatic giant cell carcinoma to right lung	37175023	SNOMED
advanced_illness_01	1254748001	Metastatic clear cell squamous cell carcinoma to skin	37175015	SNOMED
advanced_illness_01	1254750009	Metastatic acantholytic squamous cell carcinoma to skin	37174863	SNOMED
advanced_illness_01	1254753006	Metastatic plantar verrucous carcinoma	37175060	SNOMED
advanced_illness_01	1255358009	Oligometastatic malignant neoplasm	37165664	SNOMED
advanced_illness_01	1259121008	"Amyotrophic lateral sclerosis, parkinsonism, dementia complex of West New Guinea"	37166119	SNOMED
advanced_illness_01	1259123006	"Amyotrophic lateral sclerosis, parkinsonism, dementia complex of Kii Peninsula"	37166121	SNOMED
advanced_illness_01	1259125004	Amyotrophic lateral sclerosis with multiple system atrophy	37166123	SNOMED
advanced_illness_01	1259127007	Amyotrophic lateral sclerosis with cerebellar dysfunction	37166125	SNOMED
advanced_illness_01	1259129005	Amyotrophic lateral sclerosis with spinocerebellar ataxia	37166127	SNOMED
advanced_illness_01	1259310006	Primary carcinoma of tail of pancreas	37166181	SNOMED
advanced_illness_01	1259358002	Primary carcinoma of endocrine pancreas	37166228	SNOMED
advanced_illness_01	1259425005	Primary neuroblastoma of brain	37166292	SNOMED
advanced_illness_01	1259467001	Dementia due to hypercalcemia	37166334	SNOMED
advanced_illness_01	1259471003	Dementia due to Hashimoto encephalopathy	37166338	SNOMED
advanced_illness_01	1259476008	Dementia due to genetic disease	37166343	SNOMED
advanced_illness_01	1259480003	Dementia due to fatal familial insomnia	37166347	SNOMED
advanced_illness_01	1259488005	Dementia due to cerebral amyloid angiopathy	37166354	SNOMED
advanced_illness_01	1259494002	Dementia due to leukodystrophy	37166359	SNOMED
advanced_illness_01	1259499007	Dementia due to hemorrhagic cerebral infarction due to hypertension	37166364	SNOMED
advanced_illness_01	1259503001	Dementia due to iatrogenic Creutzfeldt-Jakob disease	37166368	SNOMED
advanced_illness_01	1259513009	Dementia due to Whipple disease	37166376	SNOMED
advanced_illness_01	1259519008	Dementia due to subacute sclerosing panencephalitis	37166382	SNOMED
advanced_illness_01	1259524006	Dementia due to trypanosomiasis	37166387	SNOMED
advanced_illness_01	1259531005	Dementia due to hypertensive encephalopathy	37166393	SNOMED
advanced_illness_01	1259579003	Dementia due to Behcet syndrome	37166436	SNOMED
advanced_illness_01	1259584009	Post-dialysis dementia	37166441	SNOMED
advanced_illness_01	1259591007	Dementia due to acquired hypothyroidism	37166448	SNOMED
advanced_illness_01	1259656006	Dementia due to renal failure	37166508	SNOMED
advanced_illness_01	1259663006	Dementia due to polyarteritis nodosa	37166515	SNOMED
advanced_illness_01	1259667007	Dementia due to paraneoplastic encephalitis	37166519	SNOMED
advanced_illness_01	1259677009	Dementia due to multiple system atrophy	37166528	SNOMED
advanced_illness_01	1259682002	Primary infiltrating duct carcinoma of pancreas	37166533	SNOMED
advanced_illness_01	1259700000	Primary mucinous cystic neoplasm with invasive carcinoma of pancreas	37166549	SNOMED
advanced_illness_01	1259722007	Primary glioblastoma multiforme of brain	37166572	SNOMED
advanced_illness_01	1259725009	Primary medulloblastoma of cerebellum	37166575	SNOMED
advanced_illness_01	1259739009	Primary malignant glioma of hypothalamus	37166586	SNOMED
advanced_illness_01	1259742003	Primary malignant glioma of cerebrum	37166589	SNOMED
advanced_illness_01	1259747009	Primary malignant insulinoma	37166594	SNOMED
advanced_illness_01	1259764007	Primary supratentorial primitive neuroectodermal tumor	37166611	SNOMED
advanced_illness_01	1259769002	Primary malignant glioma of brainstem	37166616	SNOMED
advanced_illness_01	1259798003	Primary oligodendroglioma of cerebrum	37166646	SNOMED
advanced_illness_01	1259800005	Primary malignant gastrinoma of pancreas	37166648	SNOMED
advanced_illness_01	1259814005	Primary gemistocytic astrocytoma of brain	37166660	SNOMED
advanced_illness_01	1259816007	Primary fibrillary astrocytoma of brain	37166662	SNOMED
advanced_illness_01	1259818008	Primary pilomyxoid astrocytoma of brain	37166664	SNOMED
advanced_illness_01	1263484004	Metastatic endometrioid carcinoma to ovary	37175020	SNOMED
advanced_illness_01	1263585001	Frontal variant non-amnestic Alzheimer disease	37167060	SNOMED
advanced_illness_01	1263639008	Metastatic transitional cell carcinoma to urinary bladder	37175084	SNOMED
advanced_illness_01	1263641009	Metastatic transitional cell carcinoma to kidney	37175086	SNOMED
advanced_illness_01	1263643007	Metastatic transitional cell carcinoma to right kidney	37175091	SNOMED
advanced_illness_01	1263652003	Metastatic mucoepidermoid carcinoma to parotid gland	37175041	SNOMED
advanced_illness_01	1263654002	Metastatic mucoepidermoid carcinoma to submandibular gland	37175044	SNOMED
